id,day_of_week,age_band_of_driver,sex_of_driver,educational_level,vehicle_driver_relation,driving_experience,type_of_vehicle,owner_of_vehicle,area_accident_occured,lanes_or_medians,road_alignment,types_of_junction,road_surface_conditions,light_conditions,weather_conditions,type_of_collision,number_of_vehicles_involved,number_of_casualties,vehicle_movement,age_band_of_casualty,casualty_severity,cause_of_accident,accident_severity,hour
5081,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,na,na,No distancing,Serious Injury,20
5082,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Other,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,18-30,3,Moving Backward,Serious Injury,20
5083,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,18-30,3,No distancing,Serious Injury,20
5084,Thursday,18-30,Male,Unknown,Employee,Below 1yr,Lorry (41?100Q),NaN,Other,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with roadside objects,2,2,Turnover,na,na,Moving Backward,Slight Injury,20
5085,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,18-30,3,No priority to pedestrian,Slight Injury,20
5086,Thursday,18-30,Male,High school,Employee,2-5yr,Public (13?45 seats),Owner,Office areas,One way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,18-30,3,Changing lane to the left,Slight Injury,20
5087,Saturday,Unknown,Male,Junior high school,Owner,1-2yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,No distancing,Slight Injury,13
5088,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Over 51,3,Other,Slight Injury,13
5089,Sunday,Under 18,Male,Elementary school,Employee,2-5yr,Ridden horse,Governmental,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Dry,Darkness - lights lit,Normal,NaN,1,1,Going straight,na,na,No distancing,Serious Injury,0
5090,Friday,18-30,Male,Elementary school,Owner,5-10yr,Lorry (41?100Q),Owner,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with pedestrians,4,1,Going straight,18-30,3,No priority to pedestrian,Slight Injury,9
5091,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Residential areas,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,na,na,Moving Backward,Slight Injury,9
5092,Friday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,18-30,3,No priority to pedestrian,Slight Injury,9
5093,Friday,18-30,Male,High school,Employee,5-10yr,Lorry (11?40Q),Owner,Other,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,NaN,Over 51,2,No distancing,Slight Injury,9
5094,Thursday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with pedestrians,1,1,Other,Over 51,2,No priority to pedestrian,Slight Injury,19
5095,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Other,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,18-30,3,Driving carelessly,Slight Injury,20
5096,Sunday,31-50,Male,Junior high school,NaN,1-2yr,Lorry (11?40Q),Owner,Other,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,NaN,2,1,Going straight,na,na,Getting off the vehicle improperly,Slight Injury,20
5097,Friday,31-50,Male,Junior high school,Employee,2-5yr,Motorcycle,Owner,Other,One way,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,31-50,3,Driving carelessly,Slight Injury,18
5098,Wednesday,Unknown,Female,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,NaN,2,1,Going straight,na,na,Changing lane to the left,Slight Injury,7
5099,Wednesday,Under 18,Male,NaN,NaN,NaN,Stationwagen,Owner,Other,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,NaN,2,1,Other,na,na,No priority to vehicle,Slight Injury,7
5100,Tuesday,Unknown,Male,Elementary school,Employee,5-10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,NaN,2,1,Going straight,31-50,3,Changing lane to the right,Slight Injury,15
5101,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Over 51,3,Changing lane to the right,Slight Injury,15
5102,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,No distancing,Slight Injury,19
5103,Monday,18-30,Male,Junior high school,Employee,2-5yr,Taxi,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,18-30,3,No distancing,Slight Injury,19
5104,Monday,Over 51,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,School areas,NaN,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Collision with roadside objects,2,6,Going straight,na,na,Changing lane to the left,Serious Injury,12
5105,Monday,Over 51,Male,Junior high school,Employee,2-5yr,Long lorry,Governmental,School areas,Undivided Two way,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,18-30,3,Changing lane to the right,Serious Injury,12
5106,Monday,31-50,Male,Elementary school,Other,5-10yr,Long lorry,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,NaN,na,na,No priority to vehicle,Serious Injury,12
5107,Monday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,18-30,3,Changing lane to the left,Serious Injury,12
5108,Monday,31-50,Male,Junior high school,NaN,5-10yr,Lorry (41?100Q),Governmental,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,18-30,3,No priority to vehicle,Serious Injury,12
5109,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,NaN,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,na,na,Moving Backward,Serious Injury,12
5110,Wednesday,Unknown,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Dry,Daylight,Normal,Rollover,2,1,Going straight,18-30,3,Turnover,Slight Injury,8
5111,Wednesday,Under 18,Male,Junior high school,NaN,Below 1yr,Taxi,Owner,Other,Undivided Two way,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,18-30,3,No distancing,Slight Injury,8
5112,Friday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,No distancing,Slight Injury,17
5113,Friday,18-30,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,No distancing,Slight Injury,17
5114,Saturday,Unknown,Female,NaN,NaN,NaN,Automobile,Governmental,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Under 18,3,Changing lane to the left,Slight Injury,17
5115,Saturday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,31-50,3,No priority to vehicle,Slight Injury,17
5116,Saturday,Unknown,Male,High school,Owner,2-5yr,Automobile,Owner,Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,Driving at high speed,Slight Injury,17
5117,Monday,Under 18,Male,Junior high school,Employee,1-2yr,Public (> 45 seats),Owner,Recreational areas,Undivided Two way,Tangent road with flat terrain,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Over 51,3,Overtaking,Slight Injury,12
5118,Monday,Unknown,Female,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,NaN,18-30,3,Other,Slight Injury,12
5119,Monday,Over 51,Male,Above high school,Owner,2-5yr,Lorry (41?100Q),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,Changing lane to the left,Serious Injury,16
5120,Monday,18-30,Male,NaN,NaN,NaN,Lorry (41?100Q),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,31-50,2,No priority to pedestrian,Slight Injury,22
5121,Sunday,18-30,Male,Elementary school,Owner,2-5yr,Stationwagen,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,na,na,Changing lane to the left,Slight Injury,10
5122,Sunday,31-50,Male,Junior high school,Employee,1-2yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Dry,Daylight,Normal,Rollover,2,2,Going straight,na,na,No distancing,Slight Injury,10
5123,Sunday,31-50,Male,NaN,Owner,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Turnover,Under 18,3,Moving Backward,Slight Injury,10
5124,Monday,Unknown,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with pedestrians,2,2,Moving Backward,na,na,Changing lane to the left,Slight Injury,7
5125,Monday,18-30,Male,Junior high school,Employee,2-5yr,Motorcycle,Owner,Office areas,other,Tangent road with mountainous terrain and,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Over 51,3,Other,Slight Injury,7
5126,Monday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Over 51,3,No distancing,Slight Injury,7
5127,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Residential areas,NaN,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,Over 51,3,Moving Backward,Fatal injury,6
5128,Wednesday,31-50,Male,Elementary school,Employee,2-5yr,Motorcycle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,18-30,3,No distancing,Fatal injury,6
5129,Saturday,Unknown,Female,Elementary school,Owner,Above 10yr,Stationwagen,Owner,Recreational areas,other,NaN,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,Changing lane to the left,Slight Injury,21
5130,Monday,Under 18,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Governmental,Office areas,other,Tangent road with mild grade and flat terrain,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,Changing lane to the left,Slight Injury,14
5131,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Industrial areas,other,Tangent road with flat terrain,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,18-30,3,No priority to pedestrian,Slight Injury,12
5132,Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,NaN,NaN,NaN,NaN,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Over 51,3,Changing lane to the left,Slight Injury,12
5133,Tuesday,Over 51,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,Driving carelessly,Slight Injury,10
5134,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Residential areas,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,18-30,3,Driving carelessly,Slight Injury,10
5135,Monday,Over 51,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Industrial areas,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Over 51,3,No priority to pedestrian,Slight Injury,19
5136,Monday,Unknown,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,18-30,3,Getting off the vehicle improperly,Slight Injury,19
5137,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,31-50,3,No distancing,Slight Injury,10
5138,Sunday,Unknown,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Over 51,3,Changing lane to the left,Slight Injury,10
5139,Thursday,Unknown,Male,NaN,Employee,NaN,Other,Owner,Office areas,Double carriageway (median),Escarpments,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,No priority to vehicle,Slight Injury,16
5140,Thursday,Unknown,Male,NaN,Employee,2-5yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,31-50,3,No distancing,Slight Injury,16
5141,Monday,31-50,Male,Elementary school,Employee,5-10yr,Long lorry,Owner,Office areas,Undivided Two way,Escarpments,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,31-50,3,No priority to pedestrian,Slight Injury,16
5142,Monday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,Office areas,One way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,No priority to pedestrian,Slight Injury,16
6355,Tuesday,Under 18,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,NaN,NaN,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,No priority to pedestrian,Slight Injury,8
5143,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,31-50,3,No priority to vehicle,Slight Injury,16
